c1,ind,year,emp,wage,cap,indoutpt,n,w,k,ys,rec,yearm1,id,nL1,nL2,wL1,kL1,kL2,ysL1,ysL2,yr1976,yr1977,yr1978,yr1979,yr1980,yr1981,yr1982,yr1983,yr1984
904-1,8,1983,.131,30.2122,.0288,92.404099,-2.032558,3.4082458,-3.54738,4.5261712,904,1982,126,-1.937942,-1.8388511,3.2683401,-3.408222,-3.2163789,4.5239406,4.5804062,0,0,0,0,0,0,0,1,0
905-1,8,1984,.104,34.331902,.023399999,95.748596,-2.2633643,3.5360751,-3.7550192,4.5617261,905,1983,126,-2.032558,-1.937942,3.4082458,-3.54738,-3.408222,4.5261712,4.5239406,0,0,0,0,0,0,0,0,1
906-1,7,1976,1.138,14.6985,.68989998,94.665703,.12927234,2.6877453,-.37120864,4.5503516,906,1984,127,,,,,,,,1,0,0,0,0,0,0,0,0
907-1,7,1977,1.064,14.4097,.68730003,96.389999,.0620354,2.6679015,-.37498435,4.5684023,907,1976,127,.12927234,,2.6877453,-.37120864,,4.5503516,,0,1,0,0,0,0,0,0,0
908-1,7,1978,1.135,14.9179,.67110002,98.607803,.12663265,2.7025619,-.39883709,4.5911503,908,1977,127,.0620354,.12927234,2.6679015,-.37498435,-.37120864,4.5684023,4.5503516,0,0,1,0,0,0,0,0,0
909-1,7,1979,1.273,14.3948,.67830002,100.3584,.24137633,2.666867,-.38816556,4.608748,909,1978,127,.12663265,.0620354,2.7025619,-.39883709,-.37498435,4.5911503,4.5684023,0,0,0,1,0,0,0,0,0
910-1,7,1980,1.51,14.2655,.65249997,100.1834,.41210964,2.6578441,-.42694417,4.6070027,910,1979,127,.24137633,.12663265,2.666867,-.38816556,-.39883709,4.608748,4.5911503,0,0,0,0,1,0,0,0,0
911-1,7,1981,1.518,14.5068,1.0773,98.674301,.41739368,2.6746175,.074457869,4.5918245,911,1980,127,.41210964,.24137633,2.6578441,-.42694417,-.38816556,4.6070027,4.608748,0,0,0,0,0,1,0,0,0
912-1,7,1982,1.533,14.5422,.95450002,99.380699,.4272266,2.6770549,-.046567615,4.598958,912,1981,127,.41739368,.41210964,2.6746175,.074457869,-.42694417,4.5918245,4.6070027,0,0,0,0,0,0,1,0,0
913-1,7,1983,1.493,15.1643,.87910002,100.5633,.40078753,2.7189441,-.1288566,4.6107874,913,1982,127,.4272266,.41739368,2.6770549,-.046567615,.074457869,4.598958,4.5918245,0,0,0,0,0,0,0,1,0
914-1,7,1984,1.589,16.2798,.93989998,101.6802,.46310487,2.7899251,-.061981812,4.6218324,914,1983,127,.40078753,.4272266,2.7189441,-.1288566,-.046567615,4.6107874,4.598958,0,0,0,0,0,0,0,0,1
915-1,7,1976,1.702,14.2391,.42230001,94.665703,.53180403,2.6559918,-.86203927,4.5503516,915,1984,128,,,,,,,,1,0,0,0,0,0,0,0,0
916-1,7,1977,1.834,13.9061,.44859999,96.389999,.60649937,2.6323276,-.80162364,4.5684023,916,1976,128,.53180403,,2.6559918,-.86203927,,4.5503516,,0,1,0,0,0,0,0,0,0
917-1,7,1978,2.006,12.7122,.46849999,98.607803,.69614273,2.5425622,-.75821918,4.5911503,917,1977,128,.60649937,.53180403,2.6323276,-.80162364,-.86203927,4.5684023,4.5503516,0,0,1,0,0,0,0,0,0
918-1,7,1979,2.053,12.706,.46700001,100.3584,.71930212,2.5420744,-.76142603,4.608748,918,1978,128,.69614273,.60649937,2.5425622,-.75821918,-.80162364,4.5911503,4.5684023,0,0,0,1,0,0,0,0,0
919-1,7,1980,1.777,14.7105,.39559999,100.1834,.5749265,2.6885614,-.92735171,4.6070027,919,1979,128,.71930212,.69614273,2.5420744,-.76142603,-.75821918,4.608748,4.5911503,0,0,0,0,1,0,0,0,0
920-1,7,1981,1.582,14.4531,.47569999,98.674301,.45868987,2.6709089,-.7429679,4.5918245,920,1980,128,.5749265,.71930212,2.6885614,-.92735171,-.76142603,4.6070027,4.608748,0,0,0,0,0,1,0,0,0
921-1,7,1982,1.475,14.8611,.40239999,99.380699,.38865802,2.6987472,-.91030872,4.598958,921,1981,128,.45868987,.5749265,2.6709089,-.7429679,-.92735171,4.5918245,4.6070027,0,0,0,0,0,0,1,0,0
922-1,7,1983,1.439,15.3642,.38029999,100.5633,.36394843,2.7320402,-.96679491,4.6107874,922,1982,128,.38865802,.45868987,2.6987472,-.91030872,-.7429679,4.598958,4.5918245,0,0,0,0,0,0,0,1,0
923-1,7,1984,1.327,14.7592,.36770001,101.6802,.28292078,2.6918666,-1.0004878,4.6218324,923,1983,128,.36394843,.38865802,2.7320402,-.96679491,-.91030872,4.6107874,4.598958,0,0,0,0,0,0,0,0,1
924-1,7,1976,.76800001,8.8274002,.2008,94.665703,-.26396555,2.1778605,-1.6054459,4.5503516,924,1984,129,,,,,,,,1,0,0,0,0,0,0,0,0
925-1,7,1977,.787,8.3601999,.1919,96.389999,-.23952703,2.1234822,-1.6507809,4.5684023,925,1976,129,-.26396555,,2.1778605,-1.6054459,,4.5503516,,0,1,0,0,0,0,0,0,0
926-1,7,1978,.80400002,8.2349997,.19400001,98.607803,-.21815598,2.1083934,-1.6398971,4.5911503,926,1977,129,-.23952703,-.26396555,2.1234822,-1.6507809,-1.6054459,4.5684023,4.5503516,0,0,1,0,0,0,0,0,0
927-1,7,1979,.86400002,8.0171003,.1991,100.3584,-.14618248,2.0815768,-1.6139481,4.608748,927,1978,129,-.21815598,-.23952703,2.1083934,-1.6398971,-1.6507809,4.5911503,4.5684023,0,0,0,1,0,0,0,0,0
928-1,7,1980,.921,8.4820004,.2149,100.1834,-.082295239,2.1379464,-1.5375825,4.6070027,928,1979,129,-.14618248,-.21815598,2.0815768,-1.6139481,-1.6398971,4.608748,4.5911503,0,0,0,0,1,0,0,0,0
929-1,7,1981,.91000003,8.9605999,.39739999,98.674301,-.094310649,2.1928372,-.92281199,4.5918245,929,1980,129,-.082295239,-.14618248,2.1379464,-1.5375825,-1.6139481,4.6070027,4.608748,0,0,0,0,0,1,0,0,0
930-1,7,1982,.87099999,9.1365995,.3414,99.380699,-.1381133,2.2122884,-1.0747005,4.598958,930,1981,129,-.094310649,-.082295239,2.1928372,-.92281199,-1.5375825,4.5918245,4.6070027,0,0,0,0,0,0,1,0,0
931-1,7,1983,.87400001,9.1879997,.30180001,100.5633,-.13467489,2.2178984,-1.1979907,4.6107874,931,1982,129,-.1381133,-.094310649,2.2122884,-1.0747005,-.92281199,4.598958,4.5918245,0,0,0,0,0,0,0,1,0
932-1,7,1984,.852,9.2131996,.2791,101.6802,-.16016875,2.2206371,-1.2761852,4.6218324,932,1983,129,-.13467489,-.1381133,2.2178984,-1.1979907,-1.0747005,4.6107874,4.598958,0,0,0,0,0,0,0,0,1
933-1,3,1976,20,29.309601,23.567301,101.7754,2.9957323,3.3779151,3.1598601,4.6227684,933,1984,130,,,,,,,,1,0,0,0,0,0,0,0,0
934-1,3,1977,20.700001,27.491899,24.726601,106.8009,3.0301337,3.3138914,3.2078795,4.6709661,934,1976,130,2.9957323,,3.3779151,3.1598601,,4.6227684,,0,1,0,0,0,0,0,0,0
935-1,3,1978,20.5,29.6514,42.942902,108.5589,3.0204248,3.3895094,3.7598715,4.6872931,935,1977,130,3.0301337,2.9957323,3.3138914,3.2078795,3.1598601,4.6709661,4.6227684,0,0,1,0,0,0,0,0,0
936-1,3,1979,20.6,29.695499,43.6651,110.899,3.0252912,3.3909955,3.7765491,4.7086201,936,1978,130,3.0204248,3.0301337,3.3895094,3.7598715,3.2078795,4.6872931,4.6709661,0,0,0,1,0,0,0,0,0
937-1,3,1980,18.5,30.4417,41.699902,102.8898,2.9177706,3.4158134,3.7304988,4.6336584,937,1979,130,3.0252912,3.0204248,3.3909955,3.7765491,3.7598715,4.7086201,4.6872931,0,0,0,0,1,0,0,0,0
938-1,3,1981,15,34.6777,43.6712,99.547401,2.7080503,3.5460968,3.7766888,4.6006341,938,1980,130,2.9177706,3.0252912,3.4158134,3.7304988,3.7765491,4.6336584,4.7086201,0,0,0,0,0,1,0,0,0
939-1,3,1982,12.348,37.102001,40.9263,99.318901,2.513494,3.6136708,3.7117729,4.5983357,939,1981,130,2.7080503,2.9177706,3.5460968,3.7766888,3.7304988,4.6006341,4.6336584,0,0,0,0,0,0,1,0,0
940-1,3,1983,10.52,35.864899,42.2169,105.1429,2.3532782,3.5797591,3.7428205,4.6553202,940,1982,130,2.513494,2.7080503,3.6136708,3.7117729,3.7766888,4.5983357,4.6006341,0,0,0,0,0,0,0,1,0
941-1,3,1984,9.4300003,36.600601,43.000999,111.8661,2.2438962,3.6000648,3.7612233,4.7173028,941,1983,130,2.3532782,2.513494,3.5797591,3.7428205,3.7117729,4.6553202,4.5983357,0,0,0,0,0,0,0,0,1
942-1,9,1976,4.0999999,25.557501,.50400001,103.7669,1.4109869,3.2409308,-.685179,4.6421471,942,1984,131,,,,,,,,1,0,0,0,0,0,0,0,0
943-1,9,1977,4.046,24.737301,.5298,106.9042,1.3977287,3.2083123,-.63525569,4.6719332,943,1976,131,1.4109869,,3.2409308,-.685179,,4.6421471,,0,1,0,0,0,0,0,0,0
944-1,9,1978,3.566,24.392799,.50779998,109.4623,1.2714446,3.194288,-.67766762,4.69558,944,1977,131,1.3977287,1.4109869,3.2083123,-.63525569,-.685179,4.6719332,4.6421471,0,0,1,0,0,0,0,0,0
945-1,9,1979,3.102,24.725401,.41980001,111.9345,1.1320471,3.2078311,-.86797684,4.7179141,945,1978,131,1.2714446,1.3977287,3.194288,-.67766762,-.63525569,4.69558,4.6719332,0,0,0,1,0,0,0,0,0
946-1,9,1980,2.8859999,22.4762,.4463,100,1.0598714,3.112457,-.80676389,4.6051702,946,1979,131,1.1320471,1.2714446,3.2078311,-.86797684,-.67766762,4.7179141,4.69558,0,0,0,0,1,0,0,0,0
947-1,9,1981,2.5139999,22.857201,.40459999,93.186203,.92187506,3.1292663,-.90485638,4.5345998,947,1980,131,1.0598714,1.1320471,3.112457,-.80676389,-.86797684,4.6051702,4.7179141,0,0,0,0,0,1,0,0,0
948-1,9,1982,2.306,23.112,.30219999,90.816399,.83551443,3.140352,-1.1966662,4.5088401,948,1981,131,.92187506,1.0598714,3.1292663,-.90485638,-.80676389,4.5345998,4.6051702,0,0,0,0,0,0,1,0,0
949-1,9,1983,1.462,22.895901,.25240001,93.681297,.37980536,3.1309578,-1.3767401,4.5398984,949,1982,131,.83551443,.92187506,3.140352,-1.1966662,-.90485638,4.5088401,4.5345998,0,0,0,0,0,0,0,1,0
950-1,9,1984,1.447,21.400499,.2374,97.748703,.36949247,3.0634143,-1.4380088,4.5823998,950,1983,131,.37980536,.83551443,3.1309578,-1.3767401,-1.1966662,4.5398984,4.5088401,0,0,0,0,0,0,0,0,1
951-1,1,1976,.97100002,20.0884,.1139,126.7636,-.029428795,3.0001426,-2.1724343,4.8423238,951,1984,132,,,,,,,,1,0,0,0,0,0,0,0,0
952-1,1,1977,.954,18.175501,.1173,128.3653,-.047091611,2.9000745,-2.1430206,4.8548799,952,1976,132,-.029428795,,3.0001426,-2.1724343,,4.8423238,,0,1,0,0,0,0,0,0,0
953-1,1,1978,.92500001,17.4424,.1337,124.4507,-.077961527,2.8589041,-2.0121567,4.8239098,953,1977,132,-.047091611,-.029428795,2.9000745,-2.1430206,-2.1724343,4.8548799,4.8423238,0,0,1,0,0,0,0,0,0
954-1,1,1979,.90100002,19.7138,.1293,125.2176,-.10425,2.981319,-2.04562,4.8300529,954,1978,132,-.077961527,-.047091611,2.8589041,-2.0121567,-2.1430206,4.8239098,4.8548799,0,0,0,1,0,0,0,0,0
955-1,1,1980,.88300002,17.1502,.1183,100,-.12443006,2.8420098,-2.1345315,4.6051702,955,1979,132,-.10425,-.077961527,2.981319,-2.04562,-2.0121567,4.8300529,4.8239098,0,0,0,0,1,0,0,0,0
956-1,1,1981,.72799999,20.091801,.1001,97.430496,-.31745425,3.0003119,-2.3015857,4.5791392,956,1980,132,-.12443006,-.10425,2.8420098,-2.1345315,-2.04562,4.6051702,4.8300529,0,0,0,0,0,1,0,0,0
957-1,1,1982,.66600001,21.871901,.096500002,96.679703,-.40646559,3.0852027,-2.3382123,4.5714035,957,1981,132,-.31745425,-.12443006,3.0003119,-2.3015857,-2.1345315,4.5791392,4.6051702,0,0,0,0,0,0,1,0,0
958-1,1,1983,.62199998,25.163401,.093800001,98.738602,-.47481522,3.2253907,-2.3665905,4.5924759,958,1982,132,-.40646559,-.31745425,3.0852027,-2.3382123,-2.3015857,4.5714035,4.5791392,0,0,0,0,0,0,0,1,0
959-1,1,1984,.61500001,24.6744,.0902,103.7289,-.48613301,3.2057662,-2.405726,4.6417809,959,1983,132,-.47481522,-.40646559,3.2253907,-2.3665905,-2.3382123,4.5924759,4.5714035,0,0,0,0,0,0,0,0,1
960-1,4,1976,2.1659999,27.622101,.28420001,117.6,.7728821,3.3186162,-1.258077,4.7672892,960,1984,133,,,,,,,,1,0,0,0,0,0,0,0,0
961-1,4,1977,2.398,25.0826,.2757,115.875,.87463504,3.2221744,-1.2884419,4.752512,961,1976,133,.7728821,,3.3186162,-1.258077,,4.7672892,,0,1,0,0,0,0,0,0,0
962-1,4,1978,2.3570001,23.2591,.27630001,113.525,.85738969,3.1466966,-1.286268,4.7320232,962,1977,133,.87463504,.7728821,3.2221744,-1.2884419,-1.258077,4.752512,4.7672892,0,0,1,0,0,0,0,0,0
963-1,4,1979,2.3559999,22.5165,.29010001,109.875,.85696524,3.1142483,-1.2375295,4.6993432,963,1978,133,.85738969,.87463504,3.1466966,-1.286268,-1.2884419,4.7320232,4.752512,0,0,0,1,0,0,0,0,0
964-1,4,1980,2.5090001,22.619301,.31470001,102.225,.91988426,3.1188035,-1.1561354,4.6271763,964,1979,133,.85696524,.85738969,3.1142483,-1.2375295,-1.286268,4.6993432,4.7320232,0,0,0,0,1,0,0,0,0
965-1,4,1981,2.1129999,22.3941,.27250001,91.900002,.74810869,3.1087976,-1.3001167,4.5207009,965,1980,133,.91988426,.85696524,3.1188035,-1.1561354,-1.2375295,4.6271763,4.6993432,0,0,0,0,0,1,0,0,0
966-1,4,1982,1.95,25.2626,.2536,90.175003,.66782939,3.2293251,-1.371997,4.5017524,966,1981,133,.74810869,.91988426,3.1087976,-1.3001167,-1.1561354,4.5207009,4.6271763,0,0,0,0,0,0,1,0,0
967-1,4,1983,1.7079999,26.704399,.23270001,87.800003,.53532308,3.2848284,-1.4580052,4.4750614,967,1982,133,.66782939,.74810869,3.2293251,-1.371997,-1.3001167,4.5017524,4.5207009,0,0,0,0,0,0,0,1,0
968-1,4,1984,1.714,27.6099,.21870001,87.275002,.5388298,3.3181744,-1.5200543,4.4690642,968,1983,133,.53532308,.66782939,3.2848284,-1.4580052,-1.371997,4.4750614,4.5017524,0,0,0,0,0,0,0,0,1
969-1,8,1976,13.026,15.22,1.503,117.0448,2.5669475,2.7226105,.40746313,4.7625566,969,1984,134,,,,,,,,1,0,0,0,0,0,0,0,0
970-1,8,1977,14.227,14.7212,1.5814,120.5774,2.6551416,2.6892886,.45831054,4.7922916,970,1976,134,2.5669475,,2.7226105,.40746313,,4.7625566,,0,1,0,0,0,0,0,0,0
971-1,8,1978,14.006,15.5864,1.6276,119.3105,2.6394858,2.7463987,.4871065,4.7817292,971,1977,134,2.6551416,2.5669475,2.6892886,.45831054,.40746313,4.7922916,4.7625566,0,0,1,0,0,0,0,0,0
972-1,8,1979,13.889,15.5672,1.6553,117.8746,2.6310971,2.7451661,.50398225,4.7696214,972,1978,134,2.6394858,2.6551416,2.7463987,.4871065,.45831054,4.7817292,4.7922916,0,0,0,1,0,0,0,0,0
973-1,8,1980,13.319,14.8591,1.5154999,100,2.5891917,2.6986125,.41574538,4.6051702,973,1979,134,2.6310971,2.6394858,2.7451661,.50398225,.4871065,4.7696214,4.7817292,0,0,0,0,1,0,0,0,0
974-1,8,1981,13.018,16.965401,1.3250999,92.662102,2.5663331,2.831176,.28148788,4.5289598,974,1980,134,2.5891917,2.6310971,2.6986125,.41574538,.50398225,4.6051702,4.7696214,0,0,0,0,0,1,0,0,0
975-1,8,1982,13.631,16.773701,1.2835,91.270401,2.6123466,2.8198123,.24959068,4.5138264,975,1981,134,2.5663331,2.5891917,2.831176,.28148788,.41574538,4.5289598,4.6051702,0,0,0,0,0,0,1,0,0
976-1,8,1983,13.349,18.4911,1.2235,94.671402,2.5914414,2.9172895,.20171562,4.5504122,976,1982,134,2.6123466,2.5663331,2.8198123,.24959068,.28148788,4.5138264,4.5289598,0,0,0,0,0,0,0,1,0
977-1,8,1984,13.486,17.8505,1.2061,97.903,2.6016521,2.8820314,.187392,4.5839772,977,1983,134,2.5914414,2.6123466,2.9172895,.20171562,.24959068,4.5504122,4.5138264,0,0,0,0,0,0,0,0,1
978-1,8,1976,2.3659999,18.6381,.3976,116.9589,.86120075,2.9252079,-.9223088,4.7618227,978,1984,135,,,,,,,,1,0,0,0,0,0,0,0,0
979-1,8,1977,2.3699999,18.8664,.38710001,119.6943,.86288989,2.9373825,-.94907218,4.7849412,979,1976,135,.86120075,,2.9252079,-.9223088,,4.7618227,,0,1,0,0,0,0,0,0,0
980-1,8,1978,2.3469999,17.417101,.3946,119.6272,.85313785,2.8574526,-.92988265,4.7843804,980,1977,135,.86288989,.86120075,2.9373825,-.94907218,-.9223088,4.7849412,4.7618227,0,0,1,0,0,0,0,0,0
981-1,8,1979,2.145,17.039801,.37169999,118.2336,.76313955,2.8355517,-.98966825,4.7726622,981,1978,135,.85313785,.86288989,2.8574526,-.92988265,-.94907218,4.7843804,4.7849412,0,0,0,1,0,0,0,0,0
982-1,8,1980,1.818,16.9023,.3276,104.4687,.59773695,2.8274498,-1.1159619,4.6488876,982,1979,135,.76313955,.85313785,2.8355517,-.98966825,-.92988265,4.7726622,4.7843804,0,0,0,0,1,0,0,0,0
983-1,8,1981,1.5700001,18.402399,.27110001,94.496597,.45107564,2.9124811,-1.3052675,4.548564,983,1980,135,.59773695,.76313955,2.8274498,-1.1159619,-.98966825,4.6488876,4.7726622,0,0,0,0,0,1,0,0,0
984-1,8,1982,1.3150001,18.341499,.21610001,91.618301,.2738367,2.9091661,-1.532014,4.5176311,984,1981,135,.45107564,.59773695,2.9124811,-1.3052675,-1.1159619,4.548564,4.6488876,0,0,0,0,0,0,1,0,0
985-1,8,1983,1.187,19.208099,.18170001,93.821198,.17142914,2.955332,-1.7053983,4.5413909,985,1982,135,.2738367,.45107564,2.9091661,-1.532014,-1.3052675,4.5176311,4.548564,0,0,0,0,0,0,0,1,0
986-1,8,1984,1.194,19.5002,.147,97.0951,.17730902,2.9704247,-1.9173226,4.5756907,986,1983,135,.17142914,.2738367,2.955332,-1.7053983,-1.532014,4.5413909,4.5176311,0,0,0,0,0,0,0,0,1
987-1,8,1976,.61500001,24.100201,.1242,117.0448,-.48613301,3.1822202,-2.0858622,4.7625566,987,1984,136,,,,,,,,1,0,0,0,0,0,0,0,0
988-1,8,1977,.74199998,22.055099,.1189,120.5774,-.29840606,3.0935438,-2.1294725,4.7922916,988,1976,136,-.48613301,,3.1822202,-2.0858622,,4.7625566,,0,1,0,0,0,0,0,0,0
989-1,8,1978,.67299998,20.0774,.1085,119.3105,-.39600998,2.9995949,-2.2210052,4.7817292,989,1977,136,-.29840606,-.48613301,3.0935438,-2.1294725,-2.0858622,4.7922916,4.7625566,0,0,1,0,0,0,0,0,0
990-1,8,1979,.69,19.3673,.0973,117.8746,-.37106368,2.9635861,-2.3299563,4.7696214,990,1978,136,-.39600998,-.29840606,2.9995949,-2.2210052,-2.1294725,4.7817292,4.7922916,0,0,0,1,0,0,0,0,0
991-1,8,1980,.324,19.2094,.073600002,100,-1.1270118,2.9553998,-2.6091101,4.6051702,991,1979,136,-.37106368,-.39600998,2.9635861,-2.3299563,-2.2210052,4.7696214,4.7817292,0,0,0,0,1,0,0,0,0
992-1,8,1981,.226,24.182899,.0605,92.662102,-1.4872203,3.1856458,-2.8051119,4.5289598,992,1980,136,-1.1270118,-.37106368,2.9553998,-2.6091101,-2.3299563,4.6051702,4.7696214,0,0,0,0,0,1,0,0,0
993-1,8,1982,.25799999,24.149599,.055100001,91.270401,-1.3547957,3.1842678,-2.8986056,4.5138264,993,1981,136,-1.4872203,-1.1270118,3.1856458,-2.8051119,-2.6091101,4.5289598,4.6051702,0,0,0,0,0,0,1,0,0
994-1,8,1983,.35600001,23.242399,.052700002,94.671402,-1.0328245,3.1459782,-2.9431398,4.5504122,994,1982,136,-1.3547957,-1.4872203,3.1842678,-2.8986056,-2.8051119,4.5138264,4.5289598,0,0,0,0,0,0,0,1,0
995-1,8,1984,.465,22.592501,.055599999,97.903,-.76571786,3.1176181,-2.8895721,4.5839772,995,1983,136,-1.0328245,-1.3547957,3.1459782,-2.9431398,-2.8986056,4.5504122,4.5138264,0,0,0,0,0,0,0,0,1
996-1,2,1976,2.599,38.437801,.66430002,110.05,.95512676,3.6490414,-.40902138,4.7009349,996,1984,137,,,,,,,,1,0,0,0,0,0,0,0,0
997-1,2,1977,2.7019999,34.050999,.81639999,109.425,.99399221,3.5278594,-.20285086,4.6952395,997,1976,137,.95512676,,3.6490414,-.40902138,,4.7009349,,0,1,0,0,0,0,0,0,0
998-1,2,1978,2.7079999,37.695099,1.0343,111.225,.99621034,3.6295302,.033724841,4.711555,998,1977,137,.99399221,.95512676,3.5278594,-.20285086,-.40902138,4.6952395,4.7009349,0,0,1,0,0,0,0,0,0
999-1,2,1979,2.6229999,33.479401,1.0091,111.225,.96431869,3.5109303,.0090588052,4.711555,999,1978,137,.99621034,.99399221,3.6295302,.033724841,-.20285086,4.711555,4.6952395,0,0,0,1,0,0,0,0,0
1000-1,2,1980,2.3770001,32.2369,.9138,102.75,.86583924,3.4731119,-.090143546,4.6322989,1000,1979,137,.96431869,.99621034,3.5109303,.0090588052,.033724841,4.711555,4.711555,0,0,0,0,1,0,0,0,0
1001-1,2,1981,1.995,33.7775,.79860002,91.75,.69064403,3.5197949,-.22489506,4.5190673,1001,1980,137,.86583924,.96431869,3.4731119,-.090143546,.0090588052,4.6322989,4.711555,0,0,0,0,0,1,0,0,0
1002-1,2,1982,1.747,34.5625,.71359998,90.425003,.55790001,3.5427692,-.33743271,4.5045209,1002,1981,137,.69064403,.86583924,3.5197949,-.22489506,-.090143546,4.5190673,4.6322989,0,0,0,0,0,0,1,0,0
1003-1,2,1983,1.612,35.023998,.64240003,93.150002,.47747564,3.5560334,-.44254407,4.5342112,1003,1982,137,.55790001,.69064403,3.5427692,-.33743271,-.22489506,4.5045209,4.5190673,0,0,0,0,0,0,0,1,0
1004-1,2,1984,1.1849999,35.816299,.49669999,94.724998,.16974273,3.578403,-.69976908,4.5509777,1004,1983,137,.47747564,.55790001,3.5560334,-.44254407,-.33743271,4.5342112,4.5045209,0,0,0,0,0,0,0,0,1
1005-1,9,1976,1.9220001,26.959299,.25470001,101.7059,.65336633,3.2943282,-1.3676689,4.6220856,1005,1984,138,,,,,,,,1,0,0,0,0,0,0,0,0
1006-1,9,1977,1.929,24.9356,.25830001,105.597,.65700173,3.2162964,-1.3536335,4.6596298,1006,1976,138,.65336633,,3.2943282,-1.3676689,,4.6220856,,0,1,0,0,0,0,0,0,0
1007-1,9,1978,1.934,25.122,.2608,108.3964,.65959042,3.2237439,-1.3440014,4.6857948,1007,1977,138,.65700173,.65336633,3.2162964,-1.3536335,-1.3676689,4.6596298,4.6220856,0,0,1,0,0,0,0,0,0
1008-1,9,1979,1.976,26.573,.2631,110.9044,.68107456,3.2798955,-1.3352211,4.7086687,1008,1978,138,.65959042,.65700173,3.2237439,-1.3440014,-1.3536335,4.6857948,4.6596298,0,0,0,1,0,0,0,0,0
1009-1,9,1980,2.096,27.3524,.26840001,104.9727,.74003077,3.3088043,-1.3152769,4.6537004,1009,1979,138,.68107456,.65959042,3.2798955,-1.3352211,-1.3440014,4.7086687,4.6857948,0,0,0,0,1,0,0,0,0
1010-1,9,1981,1.99,24.2052,.2323,96.025299,.68813467,3.1865675,-1.4597256,4.5646119,1010,1980,138,.74003077,.68107456,3.3088043,-1.3152769,-1.3352211,4.6537004,4.7086687,0,0,0,0,0,1,0,0,0
1011-1,9,1982,1.558,25.488001,.19059999,91.803802,.44340292,3.2382078,-1.6575783,4.5196538,1011,1981,138,.68813467,.74003077,3.1865675,-1.4597256,-1.3152769,4.5646119,4.6537004,0,0,0,0,0,0,1,0,0
1012-1,9,1983,1.372,26.804899,.16240001,92.487503,.31626952,3.2885847,-1.8176928,4.5270734,1012,1982,138,.44340292,.68813467,3.2382078,-1.6575783,-1.4597256,4.5196538,4.5646119,0,0,0,0,0,0,0,1,0
1013-1,9,1984,1.3049999,27.095699,.15019999,96.053902,.26620299,3.2993751,-1.8957876,4.5649095,1013,1983,138,.31626952,.44340292,3.2885847,-1.8176928,-1.6575783,4.5270734,4.5196538,0,0,0,0,0,0,0,0,1
1014-1,9,1976,1.0549999,22.1859,.1469,102.5303,.053540718,3.099457,-1.9180032,4.6301584,1014,1984,139,,,,,,,,1,0,0,0,0,0,0,0,0
1015-1,9,1977,1.044,21.1581,.2238,106.1199,.043059517,3.0520229,-1.4970025,4.6645699,1015,1976,139,.053540718,,3.099457,-1.9180032,,4.6301584,,0,1,0,0,0,0,0,0,0
1016-1,9,1978,1.109,20.1187,.25369999,108.8228,.10345868,3.0016496,-1.3716029,4.6897206,1016,1977,139,.043059517,.053540718,3.0520229,-1.4970025,-1.9180032,4.6645699,4.6301584,0,0,1,0,0,0,0,0,0
1017-1,9,1979,1.171,20.0128,.2422,111.3165,.15785809,2.996372,-1.4179914,4.7123775,1017,1978,139,.10345868,.043059517,3.0016496,-1.3716029,-1.4970025,4.6897206,4.6645699,0,0,0,1,0,0,0,0,0
1018-1,9,1980,1.123,19.438601,.2965,102.9836,.1160037,2.9672608,-1.215708,4.6345696,1018,1979,139,.15785809,.10345868,2.996372,-1.4179914,-1.3716029,4.7123775,4.6897206,0,0,0,0,1,0,0,0,0
1019-1,9,1981,1.074,19.881399,.26109999,94.889603,.071389996,2.9897845,-1.3428519,4.5527143,1019,1980,139,.1160037,.15785809,2.9672608,-1.215708,-1.4179914,4.6345696,4.7123775,0,0,0,0,0,1,0,0,0
1020-1,9,1982,1.087,20.3375,.2482,91.408798,.083421618,3.0124664,-1.3935204,4.5153418,1020,1981,139,.071389996,.1160037,2.9897845,-1.3428519,-1.215708,4.5527143,4.6345696,0,0,0,0,0,0,1,0,0
1021-1,9,1983,1.5089999,20.2055,.35170001,92.964996,.41144714,3.0059547,-1.0449767,4.5322232,1021,1982,139,.083421618,.071389996,3.0124664,-1.3935204,-1.3428519,4.5153418,4.5527143,0,0,0,0,0,0,0,1,0
1022-1,9,1984,1.513,20.308399,.33579999,96.731796,.41409445,3.0110345,-1.0912396,4.5719423,1022,1983,139,.41144714,.083421618,3.0059547,-1.0449767,-1.3935204,4.5322232,4.5153418,0,0,0,0,0,0,0,0,1
1023-1,3,1976,1.541,29.093901,.65100002,104.7664,.43243155,3.3705285,-.42924559,4.6517329,1023,1984,140,,,,,,,,1,0,0,0,0,0,0,0,0
1024-1,3,1977,1.447,25.6975,.6846,107.4791,.36949247,3.2463937,-.37892056,4.6772966,1024,1976,140,.43243155,,3.3705285,-.42924559,,4.6517329,,0,1,0,0,0,0,0,0,0
1025-1,3,1978,1.425,27.587601,.70950001,108.9188,.35417178,3.3173664,-.34319475,4.6906028,1025,1977,140,.36949247,.43243155,3.2463937,-.37892056,-.42924559,4.6772966,4.6517329,0,0,1,0,0,0,0,0,0
1026-1,3,1979,1.438,29.0149,.66500002,111.5591,.36325324,3.3678095,-.40796819,4.7145543,1026,1978,140,.35417178,.36949247,3.3173664,-.34319475,-.37892056,4.6906028,4.6772966,0,0,0,1,0,0,0,0,0
